32,0.0096556,8.59e-05,6.7419e-05,7.3971e-05,5.254e-05
32,0.0063184,0.000603917,7.245e-05,7.1595e-05,0.000689086
32,0.0018892,0.000378152,0.000287476,0.000364071,0.000292679
32,0.00377573,7.1196e-05,6.6992e-05,7.5797e-05,7.0509e-05
32,0.00222471,0.000107211,6.7873e-05,8.8516e-05,8.4878e-05
64,0.0114887,0.00712611,0.000395035,0.00242717,0.000213264
64,0.00526821,0.000514505,0.000394476,0.000208122,0.00019008
64,0.0139294,0.00165399,0.000442865,0.000564639,0.000271709
64,0.0232607,0.00527075,0.00138862,0.000485645,0.000193902
64,0.0083484,0.00068595,0.000704959,0.000387563,0.000346133
128,0.00898906,0.010919,0.00730906,0.00817495,0.00116777
128,0.0170202,0.0143496,0.0097634,0.00169472,0.00136893
128,0.00644026,0.00176548,0.00197798,0.00405628,0.00934337
128,0.0240632,0.0118813,0.00830581,0.00339613,0.00341807
128,0.0238705,0.010025,0.00879335,0.00135233,0.000721939
256,0.0399434,0.00792194,0.0337789,0.00451412,0.00327086
256,0.0563216,0.00869593,0.0353293,0.0174795,0.0115106
256,0.0318526,0.0132264,0.0239673,0.00523139,0.00373624
256,0.0297383,0.00953427,0.00791907,0.0168569,0.00495686
256,0.0133179,0.0133767,0.0175485,0.00579673,0.00405791
512,0.0582326,0.0500257,0.0402155,0.0268986,0.0230786
512,0.0888928,0.0716637,0.0700521,0.021341,0.0336009
512,0.0454802,0.0263732,0.0426895,0.0126127,0.0398112
512,0.0439837,0.0258697,0.0273151,0.0207393,0.0112099
512,0.0310866,0.033373,0.0408714,0.0255913,0.0341392
1024,0.119001,0.128177,0.110324,0.0863822,0.0367111
1024,0.135174,0.138819,0.135842,0.0381389,0.0555718
1024,0.0851187,0.108123,0.109938,0.042258,0.0475949
1024,0.0880071,0.110906,0.128862,0.0488692,0.0469158
1024,0.0922423,0.1153,0.131076,0.0594578,0.0560336
2048,0.282122,0.470303,0.527503,0.204864,0.165198
2048,0.263694,0.504858,0.472782,0.178319,0.187551
2048,0.279575,0.567722,0.588394,0.179643,0.166784
2048,0.437245,0.462637,0.473093,0.177417,0.168374
2048,0.29935,0.525355,0.494151,0.20972,0.168127
4096,0.833869,2.47214,2.42772,0.874072,0.751421
4096,0.800366,2.29986,2.18024,0.688597,0.677028
4096,0.740213,2.217,2.16256,0.699408,0.686181
4096,0.740525,2.25493,2.49143,0.791553,0.738124
4096,0.722086,2.14966,2.27578,0.840326,0.80178
