32,0.00173116,0.000169582,0.00067777,6.9298e-05,6.4425e-05
32,0.00210151,0.000595466,7.9553e-05,8.3791e-05,5.9835e-05
32,0.00168689,0.00146019,8.9522e-05,6.8812e-05,6.8556e-05
32,0.00449489,7.8505e-05,7.1045e-05,0.000208573,7.774e-05
32,0.00227114,7.7484e-05,7.3227e-05,8.1772e-05,6.7857e-05
64,0.003803,0.000357738,0.000326407,0.00133279,0.000221419
64,0.00261381,0.000347357,0.000327084,0.000192663,0.000287632
64,0.00250782,0.000360983,0.000326902,0.000279416,0.000296946
64,0.00327481,0.000355079,0.000337927,0.000341821,0.000166348
64,0.00261801,0.00041671,0.000397392,0.00024574,0.000229808
128,0.00735451,0.00230076,0.00185394,0.000807173,0.000760067
128,0.00423493,0.00519395,0.00214663,0.003388,0.00123306
128,0.00831394,0.00154394,0.00160476,0.000779506,0.000826961
128,0.0044569,0.0022874,0.00275533,0.000955663,0.000855062
128,0.00876668,0.00167522,0.00149802,0.000832848,0.000864313
256,0.0098484,0.0162786,0.0101828,0.0040967,0.00264482
256,0.0119708,0.0148307,0.00911016,0.0126968,0.0125556
256,0.0105981,0.10333,0.0207362,0.00594383,0.00399541
256,0.0129517,0.00964881,0.0360488,0.00366526,0.0115859
256,0.0132452,0.013018,0.0157391,0.0124069,0.00578367
512,0.054756,0.111734,0.0639583,0.0313126,0.034336
512,0.0783493,0.0847004,0.0362837,0.0465821,0.0133149
512,0.0671527,0.0556271,0.0392936,0.0169453,0.0121092
512,0.0289414,0.0378641,0.0325153,0.0319947,0.0236097
512,0.0438458,0.0320921,0.0429537,0.0128838,0.0261383
1024,0.0947771,0.14999,0.129362,0.0568334,0.0359938
1024,0.0712016,0.133613,0.135012,0.0393825,0.0522882
1024,0.086641,0.151272,0.142072,0.070709,0.0421943
1024,0.0788121,0.139637,0.1486,0.0392859,0.0496495
1024,0.0899525,0.130076,0.14723,0.0401326,0.0425742
2048,0.250088,0.599018,0.556324,0.191588,0.157198
2048,0.248744,0.55327,0.596095,0.164768,0.170195
2048,0.246204,0.589499,0.605815,0.221483,0.164682
2048,0.261888,0.598851,0.560249,0.292589,0.163465
2048,0.219618,0.567839,0.570931,0.179551,0.195812
4096,0.671596,2.51238,2.54984,0.633627,0.652668
4096,0.656808,2.48426,2.43217,0.636538,0.637834
4096,0.649388,2.79932,2.86143,0.702964,0.782932
4096,0.722085,2.92027,2.89133,0.718829,0.703866
4096,0.719159,2.82426,2.81167,0.672465,0.689101
8192,3.40745,13.3532,13.3927,5.01333,3.84043
8192,3.42701,12.8921,13.3575,3.68365,3.24362
8192,2.79724,13.3605,12.6489,2.94723,2.9547
8192,2.68438,12.0366,12.0546,2.94065,3.05888
8192,2.55372,11.9985,11.9675,2.85395,3.00766
