32, 0.0056227, 0.000138475, 0.000118575, 8.9652e-05, 0.000102666
32, 0.00336131, 8.7113e-05, 8.4681e-05, 0.000100696, 0.000104018
32, 0.00208143, 7.2015e-05, 6.6233e-05, 5.2269e-05, 4.241e-05
32, 0.0076443, 7.0326e-05, 6.9807e-05, 5.9696e-05, 5.4944e-05
32, 0.00225767, 7.0473e-05, 6.9633e-05, 5.9512e-05, 5.8806e-05
64, 0.00369493, 0.00248674, 0.00382366, 0.000578513, 0.000317323
64, 0.00756974, 0.000646968, 0.000538484, 0.000333214, 0.000309867
64, 0.00409199, 0.000678364, 0.000588927, 0.000394319, 0.000409834
64, 0.00307882, 0.000340513, 0.000691367, 0.000548094, 0.000404485
64, 0.00274685, 0.000656834, 0.000363154, 0.000813555, 0.000441659
128, 0.00819017, 0.00170481, 0.00199697, 0.00193382, 0.00100515
128, 0.012741, 0.00271134, 0.00236019, 0.00133718, 0.000767718
128, 0.00537421, 0.00215663, 0.00173835, 0.00160221, 0.00132257
128, 0.00606138, 0.00273927, 0.0076748, 0.00157899, 0.0012997
128, 0.0114273, 0.00163396, 0.00144257, 0.00080301, 0.00079405
256, 0.0203763, 0.00822093, 0.00697069, 0.00401763, 0.00285435
256, 0.0184603, 0.0166573, 0.0063086, 0.00570323, 0.0128407
256, 0.0313378, 0.0131834, 0.0189386, 0.00929978, 0.00431012
256, 0.0311301, 0.011778, 0.0173973, 0.00285968, 0.0105047
256, 0.0233581, 0.0129812, 0.0244233, 0.00355942, 0.00563844
512, 0.0629427, 0.036043, 0.0719314, 0.0110381, 0.0216091
512, 0.0506149, 0.0510169, 0.0422766, 0.0197166, 0.0106702
512, 0.0337293, 0.035622, 0.064988, 0.0157273, 0.0137586
512, 0.0644808, 0.0333253, 0.0311116, 0.0180766, 0.0303808
512, 0.0421674, 0.0509567, 0.0291418, 0.0237768, 0.0369385
1024, 0.12725, 0.139813, 0.13328, 0.0619496, 0.0559972
1024, 0.099497, 0.123648, 0.141106, 0.0520473, 0.0465181
1024, 0.0874979, 0.137808, 0.144839, 0.0421522, 0.0488714
1024, 0.0915814, 0.136534, 0.155632, 0.102697, 0.069294
1024, 0.0926913, 0.149584, 0.150368, 0.0541509, 0.0630815
2048, 0.283097, 0.669194, 0.603567, 0.262021, 0.172646
2048, 0.230129, 0.582584, 0.591073, 0.192433, 0.193424
2048, 0.237989, 0.585316, 0.585146, 0.183941, 0.175182
2048, 0.238942, 0.627535, 0.587724, 0.179953, 0.177048
2048, 0.218105, 0.592965, 0.560964, 0.176613, 0.17442
4096, 0.902885, 2.94817, 2.51193, 1.09835, 0.732119
4096, 0.739926, 2.63874, 2.5188, 0.703597, 0.729122
4096, 0.704517, 2.58235, 2.64537, 0.804453, 0.752885
4096, 0.722054, 3.1035, 2.57881, 0.689128, 0.701576
4096, 0.726989, 2.61398, 2.99688, 0.745785, 0.69448
